name,line
 Watson signs to Wilder,)
 and Wilder frowns and signs,)
Watson signs,)
 who smiles ruefully at Watson and signs to him,)
WATSON, Oh.
MYCROFT HOLMES," To anyone who wishes to study mankind, this is the spot."
HOLMES," Handy, really, as your ever-expanding backside is permanently glued to it. Good morning, brother mine."
WATSON," You look ... well, sir."
MYCROFT HOLMES, Really? I rather thought I looked enormous.
WATSON," Well, now you mention it, this level of consumption is incredibly injurious to your health. Your heart ..."
HOLMES," No need to worry on that score, Watson."
WATSON, No?
HOLMES, There’s only a large cavity where that organ should reside.
MYCROFT HOLMES, It’s a family trait.
HOLMES," Oh, I wasn’t being critical."
WATSON," If you continue like this, sir, I give you five years at the most."
MYCROFT HOLMES," Five? We thought three, did we not, Sherlock?"
HOLMES, I’m still inclined to four.
MYCROFT HOLMES," As ever, you see but you do not observe. Note the discolouration in the whites of my eyes, the visible rings of fat around the corneas ..."
HOLMES," Yes, you’re right. I’m changing my bet to three years, four months and eleven days."
WATSON, A bet?!
HOLMES," I understand your disapproval, Watson, but if he’s feeling competitive it is perfectly within his power to die early."
MYCROFT HOLMES, That’s a risk you’ll have to take.
WATSON, You’re gambling with your own life? 
MYCROFT HOLMES, Why not? It’s so much more exciting than gambling with others’.
MYCROFT HOLMES, Done!
MYCROFT HOLMES, I expected to see you a few days ago about the Manor House case. I thought you might be a little out of your depth there.
MYCROFT HOLMES," It was Adams, of course."
HOLMES," Yes, it was Adams."
HOLMES, I know. I read it.
MYCROFT HOLMES, Did you understand it?
MYCROFT HOLMES, No – did you understand the murderous jealousy? It is no easy thing for a great mind to contemplate a still greater one.
HOLMES, Did you summon me here just to humiliate me?
MYCROFT HOLMES, Yes.
MYCROFT HOLMES," Of course not, but it is by far the greater pleasure."
HOLMES, Then would you mind explaining exactly why you did summon ...
WATSON, Socialists?
MYCROFT HOLMES," Not socialists, Doctor, no."
WATSON, Anarchists?
MYCROFT HOLMES, No.
WATSON, The French? The suffragists?
MYCROFT HOLMES, Is there any large body of people you’re not concerned about?
HOLMES, Doctor Watson is endlessly vigilant. (He looks at his brother.) Elaborate.
MYCROFT HOLMES, No. Investigate. This is a conjecture of mine and I need you to confirm it. I’m sending you a case.
WATSON, The Scots.
HOLMES, Scots?!
MYCROFT HOLMES, Are you aware of recent theories concerning what is known as ‘paranoia’?
WATSON," Ooh, sounds Serbian."
WATSON, But these enemies: how are we to defeat them if you won’t tell us about them?
MYCROFT HOLMES, We don’t defeat them. We must certainly lose to them.
WATSON, Why?
MYCROFT HOLMES," Because they are right, and we are wrong."
HOLMES, Lady Carmichael’s case – what is it?
MYCROFT HOLMES," Oh, rest assured, it has features of interest."
HOLMES, I never really say that.
WATSON, You really do.
MYCROFT HOLMES," Only in my head. I need you for the, er ... (he grimaces) ... legwork."
WATSON, Why not just tell us your solution?
MYCROFT HOLMES," Where would be the sport in that? Will you do it, Sherlock? I can promise you a superior distraction."
HOLMES, On one condition. Have another plum pudding.
MYCROFT HOLMES, There’s one on the way.
MYCROFT HOLMES, It’s getting exciting now!
MYCROFT HOLMES," Tick tock, tick tock, tick tock."
MYCROFT HOLMES," Thank you, Wilder."
WILDER," Also, Mr Melas to see you, Mr Holmes."
MYCROFT HOLMES, Ah. Give me five minutes. I have a wager to win.
MYCROFT HOLMES, Better make that fifteen.
MYCROFT HOLMES, Tick tock.
LADY CARMICHAEL," Mr Holmes, I have come here for advice."
HOLMES, That is easily got.
LADY CARMICHAEL, And help.
HOLMES, Not always so easy.
LADY CARMICHAEL," Something has happened, Mr Holmes – something ... unusual and ... terrifying."
HOLMES, Then you are in luck.
LADY CARMICHAEL, ‘Luck’?
HOLMES, This is really very promising.
WATSON, Holmes ...
HOLMES, Please do tell us what has so distressed you.
LADY CARMICHAEL," I – I thought long and hard as to what to do, but then, er, it occurred to me that my husband was an acquaintance of your brother and that, perhaps through him ..."
LADY CARMICHAEL," The fact is, I’m not sure this comes within your purview, Mr Holmes."
HOLMES, No?
LADY CARMICHAEL," Lord help me, I think it may be a matter for a priest."
SIR EUSTACE," And what does your morning threaten, my dear? (He takes a drink from his teacup.) A vigorous round of embroidering? An exhausting appointment at the milliner’s?"
LADY CARMICHAEL," I hope you are teasing, Eustace."
LADY CARMICHAEL, What is it?
LADY CARMICHAEL, Eustace?
LADY CARMICHAEL," Daniel, Sophie, go out and play."
SOPHIE, But Mama ...
LADY CARMICHAEL," Do as I tell you. Quickly, now."
LADY CARMICHAEL, Eustace! What does this mean?
LADY CARMICHAEL, What?
SIR EUSTACE, It means death.
SIR EUSTACE," Er, nothing. It’s, er, it’s nothing. I was mistaken."
LADY CARMICHAEL," My dear, you’ve gone quite pale."
SIR EUSTACE, It’s nothing.
LADY CARMICHAEL, Eustace ...
HOLMES, Did you keep the envelope?
LADY CARMICHAEL, My husband destroyed it ...
LADY CARMICHAEL, ... but it was blank. No name or address of any kind.
HOLMES, Tell me: has Sir Eustace spent time in America?
LADY CARMICHAEL, No.
HOLMES, Not even before your marriage?
LADY CARMICHAEL," Well, not to my knowledge."
HOLMES, Hmm. Pray continue with your fascinating narrative. (He steeples his hands in front of his mouth.)
LADY CARMICHAEL," Well, that incident took place last Monday morning. It was two days later, on the Wednesday, that my husband first saw her."
WATSON, Who?
LADY CARMICHAEL, Eustace?
SIR EUSTACE," She’s come for me, Louisa. Oh, God help me, my sins have found me out."
LADY CARMICHAEL, Who’s come for you?
LADY CARMICHAEL," Eustace, you’re frightening me."
SIR EUSTACE, Look! Look!
SIR EUSTACE, Don’t you see her?
LADY CARMICHAEL," No, no. I see no-one."
SIR EUSTACE, Gone.
LADY CARMICHAEL, You keep so many secrets from me. Is this another? Who have you seen?
SIR EUSTACE, It was her. It was the Bride.
HOLMES, And you saw nothing?
LADY CARMICHAEL, Nothing.
HOLMES, Did your husband describe ...
LADY CARMICHAEL, Nothing – until this morning.
LADY CARMICHAEL, Eustace?!
LADY CARMICHAEL, Eustace?
LADY CARMICHAEL, Eustace!
LADY CARMICHAEL, Ah!
LADY CARMICHAEL, Blast!
LADY CARMICHAEL, Eustace! Where are you? It’s me!
LADY CARMICHAEL, Who are you? I demand you speak! Who are you?
LADY CARMICHAEL, Eustace! Speak to me!
LADY CARMICHAEL, In the name of God!
SIR EUSTACE, She’s ... she’s Emelia Ricoletti.
BRIDE," This night, Eustace Carmichael, you ... will ... die."
HOLMES," Hush, Watson."
LADY CARMICHAEL, You know the name.
HOLMES, You must forgive Watson. He has an enthusiasm for stating the obvious which borders on mania.
 May I ask, how is your husband this morning?
LADY CARMICHAEL, He refuses to speak about the matter. Obviously I have urged him to leave the house.
HOLMES," No, no! He must stay exactly where he is."
LADY CARMICHAEL," Well, you don’t think he’s in danger?"
HOLMES," Oh no, somebody definitely wants to kill him, but that’s good for us. You can’t set a trap without bait."
LADY CARMICHAEL," My husband is not bait, Mr Holmes."
HOLMES, No. But he could be if we play our cards right.
HOLMES," Now, listen: you must go home immediately. Doctor Watson and I will follow on the next train. There’s not a moment to lose. Sir Eustace is to die tonight."
WATSON, Holmes!
HOLMES, ... and we should ... probably avoid that.
WATSON, Definitely.
HOLMES, Definitely avoid that.
MYCROFT HOLMES," Little brother has taken the case, of course. I now rely on you to keep an eye on things, but he must never suspect you of working for me. Are you clear on that, Watson?"
MRS WATSON," You can rely on me, Mr Holmes."
WATSON, You don’t suppose ...
HOLMES," I don’t, and neither should you."
WATSON, You don’t know what I was going to say.
WATSON," But the Bride! Holmes, Emelia Ricoletti, again. A dead woman, walking the Earth!"
HOLMES," You amaze me, Watson."
WATSON, I do?
HOLMES, Since when have you had any kind of imagination?
WATSON, Perhaps since I convinced the reading public that an unprincipled drug addict is some kind of gentleman hero.
HOLMES," Yes, now you come to mention it, that was quite impressive. (He looks down thoughtfully for a moment, then raises his eyes again.) You may, however, rest assured there are no ghosts in this world."
WATSON, Ghosts we make for ourselves? What do you mean?
SIR EUSTACE, Somnambulism.
WATSON, I beg your pardon?
SIR EUSTACE," I sleepwalk, that’s all. It’s a common enough condition. I thought you were a doctor. The whole thing was a bad dream."
WATSON, Including the contents of the envelope you received?
SIR EUSTACE," Well, that’s a grotesque joke."
WATSON," Well, that’s not the impression you gave your wife, sir."
SIR EUSTACE," She’s an hysteric, prone to fancies."
HOLMES, No.
SIR EUSTACE, I’m sorry? What did you say?
SIR EUSTACE, My wife sees terror in an orange pip.
HOLMES, She married you.
HOLMES, I assume she was capable of finding a reason.
HOLMES," I’ll do my best to save your life tonight, but first it would help if you would explain your connection to the Ricoletti case."
HOLMES," Yes. In detail, please."
HOLMES, Interesting. I didn’t mention she was a woman. We’ll show ourselves out.
HOLMES, I hope to see you again in the morning.
SIR EUSTACE, You will not!
HOLMES, Then sadly I shall be solving your murder. Good day.
WATSON," Well, you tried."
HOLMES, Will you see that Lady Carmichael receives this?
HOLMES, Thank you. Good afternoon.
FOOTMAN," Yes, sir."
WATSON, What was that?
HOLMES," Lady Carmichael will sleep alone tonight, on the pretence of a violent headache. All the doors and windows of the house will be locked."
WATSON," Ah, you think the spectre ..."
WATSON," ... er, the Bride will attempt to lure Sir Eustace outside again?"
WATSON," Well, he won’t follow her, surely?"
HOLMES, It’s difficult to say quite what he’ll do. Guilt is eating away at his soul.
WATSON, Guilt? About what?
HOLMES, Something in his past. The orange pips were a reminder.
HOLMES," Not at all. Orange pips are a traditional warning of avenging death, originating in America. Sir Eustace knows this only too well, just as he knows why he is to be punished."
HOLMES," I presume. We all have a past, Watson."
WATSON, Hmm.
HOLMES, Ghosts – they are the shadows that define our every sunny day. Sir Eustace knows he’s a marked man.
HOLMES, There’s something more than murder he fears. He believes he is to be dragged to Hell by the risen corpse of the late Mrs Ricoletti.
WATSON," That’s a lot of nonsense, isn’t it?"
HOLMES," God, yes. Did you bring your revolver?"
WATSON, What good would that be against a ghost?
HOLMES, Exactly. Did you bring it?
WATSON," Yeah, of course."
HOLMES," Then come, Watson, come."
HOLMES, The game is afoot!
s note," At this point, one of my betas made some positively filthy suggestions about what Watson had been doing in that lower position. I’m so proud of her. ;-)  ]"
HOLMES," Get down, Watson, for heaven’s sake!"
WATSON," Is the, er, lamp still burning?"
HOLMES, There goes Sir Eustace.
HOLMES, And Lady Carmichael. The house sleeps.
WATSON," Mmm, good God, this is the longest night of my life."
HOLMES," Have patience, Watson."
WATSON, Only midnight.
WATSON," You know, it’s rare for us to sit together like this."
HOLMES, I should hope so. It’s murder on the knees.
WATSON," Hmm. Two old friends, just talking, chewing the fat ..."
WATSON, ... man to man.
WATSON, She’s a remarkable woman.
HOLMES, Who?
WATSON, Lady Carmichael.
HOLMES," The fair sex is your department, Watson. I’ll take your word for it."
WATSON," No, you liked her. A “woman of rare perception.”"
HOLMES, And admirably high arches. I noticed them as soon as she stepped into the room.
WATSON, Huh. She’s far too good for him.
HOLMES, You think so?
WATSON," No, you think so. I could tell."
HOLMES," On the contrary, I have no view on the matter."
WATSON, Yes you have.
WATSON," Well, why not?"
HOLMES, What’s the matter with you this evening?
re wearing, there’s a photograph inside it. I glimpsed it once ...
WATSON, I believe it is of Irene Adler.
WATSON," Yes, I did."
HOLMES, You seriously thought I wouldn’t notice?
WATSON, Irene Adler.
HOLMES, Formidable opponent; a remarkable adventure.
WATSON, A very nice photograph.
HOLMES, Why are you talking like this?
WATSON, Why are you so determined to be alone?
HOLMES," Are you quite well, Watson?"
WATSON, Is it such a curious question?
HOLMES," From a Viennese alienist, no; from a retired Army surgeon, most certainly."
WATSON," Holmes, against absolutely no opposition whatsoever, I am your closest friend."
